index	upstream_sha	commit_date	subject	review_status	decision	rtd_commit	notes
909	108d93a3aa4804b7709648921e7cf2e8c4672e2a	2026-03-24	docs: Coins/tokens example patterns (#25953)	UNREVIEWED			
910	d573477a1ff4c45ddfb8e759293f0780575fb705	2026-03-24	[sui-cli] Add send-funds command with address balance support (#25962)	UNREVIEWED			
911	2265f3d6f881912e018140c35c3ef7b94c746b78	2026-03-24	[bella-ciao][hardening] Bound a number of recursive callsites (#25941)	UNREVIEWED			
912	bb43cdb168729d3224820026254862ca91bdeeb7	2026-03-25	Wire up transaction read masks to Bigtable Client (#25966)	UNREVIEWED			
913	3f64b763617b9a1e1dbb582c43c42862652ebb63	2026-03-25	feat(tidehunter): EpochMarkerKey with cfg-gated fixed-length serialization for object_per_epoch_marker_table_v2 (#25970)	UNREVIEWED			
914	a48275f7952f4891d9e25051348dad926307f6b9	2026-03-25	[move][tracing] Update tracing to support not generating unneeded values internally for sparse traces (#25900)	UNREVIEWED			
915	258b5eb1198bcb32a2329576774e7f963db72fc9	2026-03-25	Introduce ExecutionErrorTrait into sui-execution (#25509)	UNREVIEWED			
916	48bd935a0ef289d388586e9df9ded41c619c515d	2026-03-25	Wire up object-types (#25976)	UNREVIEWED			
917	aad474dea116a5a541a134125fb277988510e7f1	2026-03-25	[tidehunter] Use Db::drop_db in safe_drop_db, skip force-delete when tidehunter configured (#25978)	UNREVIEWED			
918	8041b18362e2e0458f0fd4975e41a7dcdf008e81	2026-03-25	[move][move-core] Bump binary version minimum to 7. (#25857)	UNREVIEWED			
919	d48fd053d4c87e2083aebe97ef6245de7cd2d71a	2026-03-25	feat(sui-bridge-indexer-alt): add gRPC streaming support (#25983)	UNREVIEWED			
920	daf9511c8339490cd65f820ae57b3df27b63ec93	2026-03-25	feat(sui-bridge-indexer-alt): flatten IngestionClientArgs for GCS support (#25987)	UNREVIEWED			
921	583c80237dd26d71bf3b27df8ef8e3255722d8c0	2026-03-25	[move][coverage] Improve performance of coverage map generation (#25901)	UNREVIEWED			
922	6f787be69f1d7bcc8ca27844fba981d84a03241b	2026-03-25	Update rpc provider indexer stack setup docs  (#25968)	UNREVIEWED			
923	55760061f43cb1d5115c8f7081ce62f44148c089	2026-03-25	[docs] Fix non-public entry docs. Various improvements to PTB docs. (#25913)	UNREVIEWED			
924	4698f4c07af4d4b4877f58f4bae4d753fe087871	2026-03-25	JSON-RPC support for serving fake coins (#25916)	UNREVIEWED			
925	4d6f8de17b2937a9395592fd601dbf8de047c2ef	2026-03-26	sui-indexer-alt-framework: verify indexer uses a single chain_id (#25875)	UNREVIEWED			
926	2b873ee66a321d8b3e4af6ca63e86b29fb0991c8	2026-03-26	Use seeded RNG for validator selection in TestCluster (#25990)	UNREVIEWED			
927	2533f2ee8d460875dafb90bd2b146b85ceb80187	2026-03-26	[state sync] migrate to new bucket format (#25925)	UNREVIEWED			
928	49997589c8d901be70453b225876e1ad205fc9d1	2026-03-26	[docs] fix derived object example (#25992)	UNREVIEWED			
929	9dfd5467cd1c12a95f5a2833182c697d6b6c8f64	2026-03-26	docs: remove 2024 (#25982)	UNREVIEWED			
930	f0b1157db16249e460b1e7fbd2c2a038e1c20ab2	2026-03-26	Add sui-kvstore and sui-kv-rpc to CI cluster	UNREVIEWED			
931	e141348e101c4ce94928ba5a3970864413eadd92	2026-03-26	Render event/object json in archival	UNREVIEWED			
932	7d7b5a4a862cf68f8c3b96bed78d274c32bb41d8	2026-03-26	Wire up more archival read masks to the bigtable requests (#25989)	UNREVIEWED			
933	1d145863da7d619d555b649f340a9c6acd5dcdb9	2026-03-26	docs: add SVG diagrams to PAS architecture page (#25993)	UNREVIEWED			
934	8af98c51c4d68269d5c54dc834a7566b4c98f035	2026-03-26	implicit gas and coin reservations in get_funds_withdrawals() (#25984)	UNREVIEWED			
935	a2cb9b3288d07e96b01715fc60de9a276d525511	2026-03-26	Spawn node for new validator in voting power decrease tests (#25995)	UNREVIEWED			
936	20d905208acddee28110b6aa320c3aacfe101262	2026-03-26	docs: PAS change restricted diagram (#26002)	UNREVIEWED			
937	6db3f7f086d74eb17776e76723ac1896c2dc6d1e	2026-03-26	GRPC simulate: prepend coin reservation when GasCoin used with address balance (#25957)	UNREVIEWED			
938	ac08beaf9da4b2eea159095e9aff066df40c410b	2026-03-26	[address balances][ptb] Allow the gas coin to be sent via `sui::coin::send_funds` (#25956)	UNREVIEWED			
939	62d30c0650b85ae5ab88d723b633cbdbcec8cec5	2026-03-26	[chore] adds prettier-move tests for tree-sitter changes (#25999)	UNREVIEWED			
940	f40e850c3916e6219ef41a7dfce624487783527b	2026-03-26	fixed external resolver parsing (#26003)	UNREVIEWED			
941	abafb7fc737aa99df460186fea10b9e74eaca737	2026-03-26	fixed issue with git commands on windows (#26005)	UNREVIEWED			
942	89667441f40273e072dc5cdf091cfdfad902c2b5	2026-03-26	Fix error message that is reported when building if the active environment isn't defined (#25444)	UNREVIEWED			
943	ab8f83b30b582615c99f873f84992fd2c563233b	2026-03-26	[move][docgen] Add support for nested bullet points in doc comments (#25870)	UNREVIEWED			
944	e7f744bb4437ff1daa0caa67d4069fb8f3b155f2	2026-03-26	[gasless] support gasless transfers of balance (#25356)	UNREVIEWED			
945	11f03c853cbec9a9142df31721702a0865cf26d6	2026-03-26	Fix coin reservation panic during checkpoint replay with MVCC (#26011)	UNREVIEWED			
946	9ca3d0f12bf261aab327bd14dfa060bd14495c9f	2026-03-27	Fix gasless test helpers compilation in release builds (#26016)	UNREVIEWED			
947	3ad0ff00af03003ea46d1e7b7fed714371c927f3	2026-03-26	Update party objects simtests (#26015)	UNREVIEWED			
948	a6d32d34bb8e01047eca44e9e62001639090b9a7	2026-03-26	Allow consumption of input coins for gasless tx (#25859)	UNREVIEWED			
949	8812c22233b30d8f48178af5e9d7ff2b2aab8f76	2026-03-26	[move] Update charging around receive to be more uniform (#26018)	UNREVIEWED			
950	f8024baa75086db5a440d98247ecfd3d1ee90c73	2026-03-27	docs: Fix logo and remove office hours (#26014)	UNREVIEWED			
951	3cacbc7cdce3ef4a14a32b077a860394254364ce	2026-03-27	Panic if pipeline is an an unrecoverable state	UNREVIEWED			
952	ce48b647670fbfba4f1ae801848f716594ea9f2e	2026-03-27	docs: add Dev Tooling page (#25967)	UNREVIEWED			
953	37be7478af674671a6919a8dc7a82ae0174a9df2	2026-03-27	[effects] switch gas_object method to optional (#25974)	UNREVIEWED			
954	7d37be86950a3b11c37392efb5d4095412005b30	2026-03-27	[consensus] use FIFO compaction outside of mainnet (#26010)	UNREVIEWED			
955	c496d9fee91d8b71caded8468f7c96424bcf0976	2026-03-27	Enable coin reservation compatibility layer for testnet (#25971)	UNREVIEWED			
956	85400e2bd37b490fcd057776e700d3fdca643396	2026-03-27	Restrict unused inputs in gasless transactions (#26008)	UNREVIEWED			
957	75c6431f055df374e3422e43fa2492963b42edce	2026-03-27	docs: style guide updates (#26024)	UNREVIEWED			
958	9eaf47af244a7e256dcf1cf81102365becccd9c8	2026-03-27	Sui v1.69.0 Framework Bytecode snapshot (#26026)	UNREVIEWED			
959	08500756541c6fd66c81a59d1af1d819e997a189	2026-03-27	Sui v1.70.0 Version Bump (#26027)	UNREVIEWED			
960	5eec71f40c7351652e51cd5200782378201f6225	2026-03-27	Improve &str to Digest error message (#26017)	UNREVIEWED			
961	65c38a11f5ee2a2cf849b2c276d58483c6967bbd	2026-03-27	[adapter][hardening] move to `safe_unwrap/safe_assert` in natives (#26023)	UNREVIEWED			
962	70e9e7b87f856af5766c2e630a30c0cde1116d38	2026-03-27	sui-indexer-alt: make Indexer field behavior consistent (#26007)	UNREVIEWED			
963	92f612b4d8c68c3d442a5b71818f1aeede7aaf30	2026-03-27	docs: NFT doc revisions to support new IA (#25981)	UNREVIEWED			
964	392e6448cdcbdc3ad2f46bfd01cb0d7dea187882	2026-03-27	[move][cleanup/easy] Macro hygiene cleanup across Move crates (#26030)	UNREVIEWED			
965	2405958e1839011959fd8f85a386d3a46497f94b	2026-03-27	[std] mul_div + mul_div_round_up macro (#23295)	UNREVIEWED			
966	b889b4d1bf1cdf15b6899eea6ce94ad3ca9985c7	2026-03-28	[core] enable defer unpaid amplification  (#25867)	UNREVIEWED			
967	03abf91f474094afa6b51d713238b1588a264287	2026-03-30	[Block Streaming] observer client & tests for the observer service (#25477)	UNREVIEWED			
968	b940e55f7c615fba5b3b2d63a710d94e59ab08f2	2026-03-30	[move] Remove `safe_unwrap_err` and make `safe_unwrap` generic over result type (#26031)	UNREVIEWED			
969	591ac7c96a2877709479724edeea7038d01f064b	2026-03-30	[rpc-alt] add address balance backward compat layer (#25760)	UNREVIEWED			
970	8a866b804e6b1008de776e12df7a5f629e0fdf41	2026-03-30	sui-rpc-resolver in Analytics Indexer (#26041)	UNREVIEWED			
971	54e640f65d70ba7f1fa280c458671b381d687ec7	2026-03-30	Count gasless tx for DoS protection (#25866)	UNREVIEWED			
972	54e968c16008f7fe0c10a91275f4f472ea483b84	2026-03-30	[e2e] fix test_alias_changes flake by waiting for enable tx settlement (#26043)	UNREVIEWED			
973	44e12d2c78cf6724a80fc06828bfa89b98c8de8f	2026-03-30	Fix string parsing bug (#26047)	UNREVIEWED			
974	43bb8b615ce645c611a63f0ebd4f2729c3ee1ba4	2026-03-30	[move] Add additional argument checking in move calls (#26049)	UNREVIEWED			
975	92bc40908e2cd3a35255295fcde7d897f6e45910	2026-03-30	Fix pnpm audit high-severity vulnerabilities (#26053)	UNREVIEWED			
976	47cc0bb95fba0d3dcdd38632a7f8d6e748f4b5ea	2026-03-30	[move-compiler] Fix byte string escape (#26032)	UNREVIEWED			
977	3d600228564453e92a28369aa4b472528153d3f1	2026-03-30	[move-compiler] Fix temporary variable panic (#26033)	UNREVIEWED			
978	a9b74cd4fdf637173337f441cb4ea9e89fe5ce87	2026-03-30	[sui-framework][std] Added div_ceil. Deprecated `divide_and_round_up` (#26051)	UNREVIEWED			
979	59edc51ff2c18c07107e92aaf09acb9694acf717	2026-03-30	forking-store: land store architecture as a skeleton (#25917)	UNREVIEWED			
980	68c51af9659ca40904234f1929b67552f225a9a9	2026-03-31	sui-indexer-alt-framework: split Connection and Store traits (#25881)	UNREVIEWED			
981	7762131d328c3b8b49e9bf2040580e3663f32c95	2026-03-31	fix(docs): add lines prop support to ImportContent and fix OpenZeppelin code examples (#26057)	UNREVIEWED			
982	0101607fc5ea512e9d06a3a9265038cf68d27197	2026-03-31	Enforce minimum deposit sizes for gasless tx (#25882)	UNREVIEWED			
983	80dbe314274af3008be39808b245014494f3ce0a	2026-03-31	[sui-tool] remove sui-data-ingestion-core dependency (#26006)	UNREVIEWED			
984	511fb7d34db55bae22ddfe68aacfdd7084e57e6a	2026-03-31	fix release build (#26064)	UNREVIEWED			
985	73efc3be4ccf819cc5dfb38c10d301396ad75c94	2026-03-31	ci: add cargo problem matcher for structured build error annotations (#26068)	UNREVIEWED			
986	812fef6896ffce29c5a9c1f352269a00f2d6e289	2026-03-31	sui-rpc-api: cap the number of signatures in execute transaction (#26067)	UNREVIEWED			
987	718526a1a6db970e34b144a63cdd63948b396ab1	2026-03-31	Revert "[test] Add gRPC channel to TestCluster to deflake e2e tests #25943" (#26037)	UNREVIEWED			
988	383a983d2b14715a4299227920188aa62089a723	2026-03-31	fix(graphql): fix Display v2 scoping issue (#26061)	UNREVIEWED			
989	887d3a17f89ac367104cb4982ec0d93f4997611f	2026-03-31	[move-ide] Added activity indicator (#26054)	UNREVIEWED			
990	80af79ea6b5e18a23042fc7bda481e07472c7a8d	2026-03-31	[lint]fix clippy for tests (#26072)	UNREVIEWED			
991	137b12f337d790dcae827caa3dbbd56d22732716	2026-03-31	[sui-kv-rpc] remove sui-data-ingestion-core dependency (#26066)	UNREVIEWED			
992	c310c100db71c4d4f55fce2145ef90e206424716	2026-03-31	Remove backwards compat support for non-TLS connections to validator server (#26069)	UNREVIEWED			
993	46af964d7c2de243738d3553344e0ff18f19eda4	2026-03-31	fix(simtest): wait for tx settlement in party_object_read test (#26063)	UNREVIEWED			
994	4f9e4e05d431c5de924620f44feb50f6b46401bd	2026-03-31	[move-ir] Add labels to source map (#25766)	UNREVIEWED			
995	21a5ae30270cc67b3e331d7beb342be2d19c7e97	2026-03-31	sui-indexer-alt-e2e-tests: bump graphql_zklogin_tests graphql timeout (#26046)	UNREVIEWED			
996	d28a20f2894543c0fff424e090d4bc8c5b3400d5	2026-03-31	sui-indexer-alt-framework: CheckpointStream peekable, timeout (#26050)	UNREVIEWED			
997	984739397f9fc9f2891d9b82fd8c3bafb78db1c4	2026-03-31	docs: Enable new Digital Assets section (#26074)	UNREVIEWED			
998	1f1866dc70f1a1800ca595ee2a805b45ff96127a	2026-03-31	[grpc] protocol gate balance object refs in simulate (#26082)	UNREVIEWED			
999	ceb0bf788b8711eca37a448854db0421beb8d612	2026-03-31	[grpc] Fix tests and protocol gating around mainnet protocol overrides in simtest (#26084)	UNREVIEWED			
1000	82942c59ebb94f4f4c8ae494fed945e5f8eb4ee5	2026-04-01	rpc-visitor: unwrap `TypeName` (#26070)	UNREVIEWED			
1001	c4cd5380380746a937cdc0712052284188a4024f	2026-04-01	sui-core: index address balance recipients in jsonrpc index (#26087)	UNREVIEWED			
1002	0ca12a576b134deee16eebf37524bc0c1da1041f	2026-04-01	[Block Streaming] broadcasting the accepted blocks (#25549)	UNREVIEWED			
1003	5ce3eba9d21aea6f051be3c3306078d2bc572c41	2026-04-01	sui-indexer-alt-framework: reduce copied and pasted test code (#26080)	UNREVIEWED			
1004	192a628cc56fcd901af4330d91c123fe8f493187	2026-04-01	cleanup: remove now unused fields and no-op flag (#26086)	UNREVIEWED			
1005	52203ecc02e7a3fd810ed88c1fd24a3a99ba98db	2026-04-01	[consensus] probe before fetching commits and blocks from a peer (#26056)	UNREVIEWED			
1006	58590a4883fa42cbe5f23941187c886c9ce36dd6	2026-04-01	[consensus] remove consensus inflight tracking and fastpath certified status (#25319)	UNREVIEWED			
1007	3ac6f119a3ce41fccb9df0293a51e40ed6fadae3	2026-04-01	[move] disallow orphaned tables  (#26095)	UNREVIEWED			
1008	1cc9377f4f6646c89e85e257ff8509e6df11e945	2026-04-01	indexer: remove unused function (#26092)	UNREVIEWED			
1009	2bf0af8d8048b75d7d7e6e46cde1958c40e43481	2026-04-01	sui-indexer-alt-framework: replace futures::stream::Peekable with tokio_stream::adapters::Peekable (#26100)	UNREVIEWED			
1010	08740a5fd4f46df33dc6dda8b34056ce9a54e3fd	2026-04-01	jsonrpc-alt: gate coin reservation obj refs (#26102)	UNREVIEWED			
1011	896d11b841c6fec62221954dde1084a7277ccbe2	2026-04-01	Gate coin reservation JSON-RPC responses on protocol config (#26097)	UNREVIEWED			
1012	2a6083bafec7a791806866cea60f03fd2e1beb65	2026-04-01	Skip address balance ToAddress test when accumulators disabled (#26099)	UNREVIEWED			
1013	eb78ba29e6d62ee836f79de93b5c8346a9cd3d1a	2026-04-02	display: implicit `:json` transform (#26062)	UNREVIEWED			
1014	bc2c02c9f621ce810b98e991028524f4cf46eba0	2026-04-02	[light client] remove sui-data-ingestion-core dependency (#26113)	UNREVIEWED			
1015	0a1e37d9f99f6ebe30a527fb3ffd95b0a1f0dd9b	2026-04-02	docs: Technical Diagram Standards for Sui Docs (#26101)	UNREVIEWED			
1016	2409c793c8f6092d665d28030cfc68967e5fc4dd	2026-04-02	feat: Update gamma prime aws cognito provider (#26093)	UNREVIEWED			
1017	6a391733c6a07cda5d3c9939ef3ee306490d16bd	2026-04-02	[chore] Fix sui-framework UPDATE to not delete the existing files unless the build succeeds (#26106)	UNREVIEWED			
1018	9ae4df2ec0416c7b051b128a8a8d3bd23efbfe1f	2026-04-02	sui-indexer-alt-framework: make transient_backoff, retry_transient_with_slow_monitor helper functions (#26042)	UNREVIEWED			
1019	2aaedb4930089a7ba741b246a3f8377303267351	2026-04-03	Fix MISSING_DEPENDENCY panic for benchmarks that use Move stdlib (#26122)	UNREVIEWED			
1020	97af7b9a44b0b62645f2b8c8222aa8a1be245ff8	2026-04-03	[indexer-alt-reader]: Batch checkpoint and transaction event fetches (#26118)	UNREVIEWED			
1021	bafd093c8ab75e4dd16d1e574bb808d7fcd1a4e2	2026-04-03	[framework, chore] add proper deprecation notice in kiosk.move (#26124)	UNREVIEWED			
1022	a9773b63b34983935554286a637dc8a62b2233c8	2026-04-06	test for coin res with shared object (#26123)	UNREVIEWED			
1023	c457b39404511a02210a7b5a4dfe549670d8a498	2026-04-06	Update gaming.mdx (#26132)	UNREVIEWED			
1024	ffbf699bc89e0d16fbcdefdd9d459b1ca0ddb88a	2026-04-06	chore: remove deadcode (#25566)	UNREVIEWED			
1025	92cdfc7fe041bf824567e76995a5d5ef973bc6d6	2026-04-06	sui-indexer-alt-object-store: implement ConcurrentConnection for ObjectStoreConnection methods (#26133)	UNREVIEWED			
1026	89286c8e52b8b358b3bd895e40ec4ee2f991c742	2026-04-06	Add state archive read config to validator.yaml (#26136)	UNREVIEWED			
1027	404f123f44711212ac69f27762a49a57eb3454f0	2026-04-06	[move-unit-test] Fix linkage for unit test runner (#26137)	UNREVIEWED			
1028	f620dfc7c8d05e828e8f63bc5466b10ed4979e6d	2026-04-06	Add test for denied address withdrawal (#26142)	UNREVIEWED			
1029	340c2f6643730ca1693c1a74554cee3c06b198cf	2026-04-07	[consensus] remove block output channel from TransactionCertifier (#26143)	UNREVIEWED			
1030	d3a41ea2e45d530ba87bebd05af439329f70b651	2026-04-07	[consensus] fail over to block sync when commit sync makes no progress (#26021)	UNREVIEWED			
1031	715582d4e58d46aa7d7a5e7b153b0e9c99978f9e	2026-04-07	[gasless] Add gasless rate limiter (#25854)	UNREVIEWED			
1032	3214ac42f2a0ecdf14676eee53a3b44613f4fd47	2026-04-07	Replace debug_assertions with testing feature gate for test-only code (#26025)	UNREVIEWED			
1033	b11d7b977aab3ab79dc6f783555d1726c34b6ca7	2026-04-07	Fix simtest temp file cleanup to include dot-prefixed dirs (#26147)	UNREVIEWED			
1034	4a9af930d043cc9f9bf7a9438ee3f25e4d26e741	2026-04-07	fix gasless transaction dryrun and simulate (#26148)	UNREVIEWED			
1035	dd2cbb20741fc828b7d4ecbf0c1967271db8a982	2026-04-07	sui: ensure external keys files exist (#26107)	UNREVIEWED			
1036	f16ab04b6597b9c175bfc8255777fc6dd0af0dd1	2026-04-07	sui-indexer-alt-framework: treat ingestion client deser errors as transient across impls (#26096)	UNREVIEWED			
1037	d40b0d0711182de2605732a49cba1f07e007c5ee	2026-04-08	devx: add rules file for team style guidelines (#26153)	UNREVIEWED			
1038	c6bf4049115d45c8c674c357f84f41fcc22c4f0e	2026-04-08	[consensus] enable fifo compaction for all networks (#26149)	UNREVIEWED			
1039	7d6d5649236e05964cd7e1f2be28ed4b1783c392	2026-04-08	Improve `ExecutionTiming` for transactions with generated commands (#26125)	UNREVIEWED			
1040	e2459aab75cdc0a57e26bbd060a191b10bcc58a9	2026-04-08	[chore] Update fastcrypto pointer (#26157)	UNREVIEWED			
1041	53de0108098a9c041edc28ce4083f8dc9436a4d3	2026-04-08	[sui-analytics-indexer] Remove last usage of simple_deserialize (#26159)	UNREVIEWED			
1042	3a3ac018177cf71cef28be3f21957b74c6bc45be	2026-04-08	[move][cleanup] Remove some unused deserialization functions (#26160)	UNREVIEWED			
1043	69a93e4248e2c8363c06b2a8d1af4220183cf9b3	2026-04-08	Replace `zip` with new `zip_debug_eq` (#26126)	UNREVIEWED			
1044	eca15586d5649e5d1611a4df1c4563b09105b4cc	2026-04-08	Add example sui CLI commands to address aliases page (#26162)	UNREVIEWED			
1045	6670a46d6780b2dff005167436d5193440d6ccec	2026-04-08	[forking 1/n] basic skeleton + design docs (#26004)	UNREVIEWED			
1046	408bbec25c27157aafd13fca31075962d2415242	2026-04-08	docs: fix sidebar for address-alias page (again)  (#26163)	UNREVIEWED			
1047	63cb7f767409e0589a9d5265e55a727cb8a020b5	2026-04-08	docs: minor changes to Diagram Standards (#26164)	UNREVIEWED			
1048	b9b9628b2040de6b8f02af1e59d7a119dd4bbc10	2026-04-08	[sui-framework][std] Added additional `option` macros (#26085)	UNREVIEWED			
1049	b62e4bf94eaaf96cb2d42b643ba92847bbf57be8	2026-04-08	sui-indexer-alt: start indexing at network tip (#26116)	UNREVIEWED			
1050	f6a774c2b71765b0bad451efe9b5ca171438eb72	2026-04-08	Re-enable benchmark smoke tests in CI (#26155)	UNREVIEWED			
1051	675a96058d86e7598c21de44d966080f28365a15	2026-04-08	Fix flaky benchmark smoke test: lower --min-tps threshold (#26167)	UNREVIEWED			
1052	fc1bba9be45188caaa989d3928644cb62f0ab8da	2026-04-09	[chore] Update tidehunter to 7fddd55cf8cb27ee10803fb772d7618134a8d138 (#26169)	UNREVIEWED			
1053	97dae8a2fb64fa9aee4bc3695e31af11934deda6	2026-04-09	[move-cli] adds lint command (#26059)	UNREVIEWED			
1054	72993bd09d161b832cd170ed856271c489d314ee	2026-04-09	devx: include test function order in team style guidelines (#26172)	UNREVIEWED			
1055	412c8eca9612a87bc6f4592773ac5d46a3840883	2026-04-09	[sui-adapter][object-runtime] Fix Move abort for Receiving and mismatched type  (#26165)	UNREVIEWED			
1056	309e94d4fac2ff47b472b8e5c000ec7083447b40	2026-04-09	Harden gRPC metrics response handler against unexpected header values (#26187)	UNREVIEWED			
1057	c2428b3aaf9c24270b609001e56d96cb10c76d28	2026-04-10	sui-indexer-alt: revert #26096, #26116 (#26188)	UNREVIEWED			
1058	cbb36b5c59993fd8c2f76ff869d662709fc2a90c	2026-04-10	Sui v1.70.0 Framework Bytecode snapshot (#26190)	UNREVIEWED			
1059	5934ceca7dc8e16a1a0f8715632f704f7b9f18d4	2026-04-10	Sui v1.71.0 Version Bump (#26191)	UNREVIEWED			
1060	730ed4b589e9b7c535217e829a33be2ce76f1ed0	2026-04-10	[execution] Introduce ExecutionMetrics and plumb through execution layer (#26177)	UNREVIEWED			
1061	42f5be7a98f71397c55989dbbd36c65a10b405fc	2026-04-10	ci: prevent committing *.snap.new files (#26151)	UNREVIEWED			
1062	be9e86521ef73cb77d9becf3cc22bfba18c5a011	2026-04-10	[move-ide] Support for renaming (#26168)	UNREVIEWED			
1063	1b279692f0f94f72819560b227d9d6e52f72e34c	2026-04-10	sui-indexer-alt-framework: fix indexer startup during streaming hang (#26198)	UNREVIEWED			
1064	db627fa1c0797b75d6d2bb9ab2ff626a3a19a939	2026-04-10	[address balances] Rewrite coin reservation inputs for simulate and dev inspect (#26193)	UNREVIEWED			
1065	92989b44c3686c3017d2d95664e03c337cf4710a	2026-04-10	[move] Fix operator typos in safe_ops overflow error messages (#26131)	UNREVIEWED			
1066	cfc934818ea3a3ed233ffe5cc576e942dcf3f8a2	2026-04-10	sui-rpc-api: handle coin reservation ObjectRefs in resolve (#26127)	UNREVIEWED			
1067	7b29af4d801d8280cbdcee965c623b0ada1136af	2026-04-10	[rpc-alt] Use gRPC instead of JSON-RPC for Write API in sui-indexer-alt-jsonrpc (#25860)	UNREVIEWED			
1068	d37c972d2b035f9e46cff9f088ee86179a4922ad	2026-04-10	[sui][transaction] Sort simtest results by creation order (#26034)	UNREVIEWED			
1069	eccfad284a5508c1993e65b2c76ab4b7af9d4e28	2026-04-10	[chore] Update tidehunter to 44f3000, remove with_unloaded_iterator (#26189)	UNREVIEWED			
1070	0d2a61cee5e9f123229608b5edbe497c332eed0a	2026-04-12	Adding criterion benchmark for interpreter (#26108)	UNREVIEWED			
1071	496805de854f431b6de9d0b3cc644faf7f617472	2026-04-12	Fix double-counting of gas budget in select_gas (#26205)	UNREVIEWED			
1072	0a5d4e252d844b5dec6f8682dbcf53a39db33126	2026-04-13	docs: typo fix (#26209)	UNREVIEWED			
1073	e5a65b67e7f041f10567761149d93db5b3bcaf22	2026-04-13	[sui-tool] Fix validator connections in fetch-transaction (#26200)	UNREVIEWED			
1074	6852d8d19bcafaf473612e2ee26b6dd314d3cd2a	2026-04-13	Restore Universal compaction for consensus BLOCKS_CF on mainnet (#26184)	UNREVIEWED			
1075	9361d825b4695bac75952f815ae451a4f47108f2	2026-04-13	[forking 2/n] checkpoint querying in the data-store (#26134)	UNREVIEWED			
1076	0ffa28e5de4c0031b32d0ddab1a8587b10f0d42b	2026-04-13	gas data tests across execution entry points (#26179)	UNREVIEWED			
1077	712c7263297c01fce764e8f99c17150c9b8120f6	2026-04-13	sui-indexer-alt-consistent-store: implement accepts_chain_id (#26181)	UNREVIEWED			
1078	00c358bf2e32c8da40f2d4b93e49e70fef6a8883	2026-04-13	[forking 3/n] forking data-store and querying objects and checkpoints (#26140)	UNREVIEWED			
1079	845cccaa52477cabd5aed5303d248bf168c0b980	2026-04-13	[sui-framework] Macros for dynamic fields and dynamic object fields (#26166)	UNREVIEWED			
1080	4d51396825915eb6da4cd1d8e88735870b3fdfd8	2026-04-13	sui-kvstore: fix BigTableConnection init_watermark to use committer_watermark (#26225)	UNREVIEWED			
1081	f8e480a2a7acb2202ab35060b056dcb285b6bc92	2026-04-13	[graphql-stream] WebSocket subscription infrastructure [1/n] (#26019)	UNREVIEWED			
1082	a53f7c1321d016d4e2c826d7c85e210c0a76051f	2026-04-13	[graphql-stream] Implement checkpoint subscription streaming [2/n] (#26094)	UNREVIEWED			
1083	4942c476fb0a17ed1542026bca50cdeb6104e30b	2026-04-14	Implement verifySignature GraphQL query (#25863)	UNREVIEWED			
1084	f7dd71cf050ccedeaed4ba8f415646d055ee4810	2026-04-14	[graphql-stream] Propagate transactions fields for checkpoint subscription streaming [3/n] (#26117)	UNREVIEWED			
1085	d3c68da7dba2c383bfc56e4f3cf1d3a735d83bb3	2026-04-14	[move-stdlib] purge vector::empty and vector::singleton (#26196)	UNREVIEWED			
1086	48a132646a40b7141e1f60861c275af548167745	2026-04-14	display: differentiate between scoped and latest object loads (#26208)	UNREVIEWED			
1087	4e83aa63dcf7a9e0edebcf553e4b145df19772ab	2026-04-14	jsonrpc-alt: gate address balance object fallback (#26195)	UNREVIEWED			
1088	a3d1c66f47a5e619b8fe332de822949c5a47298d	2026-04-14	Address Certora audit fixes feedback (#26213)	UNREVIEWED			
1089	3544eced22dad8f140d5278ecdc04d2b669133ec	2026-04-14	[forking 4/n] wire up data store to simulacrum (#26154)	UNREVIEWED			
1090	b326870191ea7589a99ebdd7fafaf8e89bd1c4c0	2026-04-14	Fix integer test type mismatches (#26204)	UNREVIEWED			
1091	3882fcce7655c5962c73394785a33161c0edfda6	2026-04-14	[trace-view] Added support for reading large traces (#26223)	UNREVIEWED			
1092	eca7083e3dc1c5a3e19cb92f74f87022ddcb1ec1	2026-04-14	[move] compressed type layouts (#26000)	UNREVIEWED			
1093	e4436b250dc200934e14b395937477bc6c5d2d03	2026-04-14	[sui-framework] Clean up df/dof `exists_` and `remove_if_exists` (#26226)	UNREVIEWED			
1094	1a402413dba1096cef8fe85e27f164d0fc022033	2026-04-14	[sui-replay] Fix double-save of tx effects causing errors if `--overwrite` is not passed (#26243)	UNREVIEWED			
1095	2b92b8975890c42d4c766dc03840658150ef4595	2026-04-14	sui-analytics-indexer: implement accepts_chain_id (#26171)	UNREVIEWED			
1096	4bbea07155f8022ab8444c341a9ca97b27c39ab7	2026-04-15	[graphql-stream] Add object resolution to checkpoint subscription transactions [4/n] (#26170)	UNREVIEWED			
1097	a286fdb33b9aac12861bf7613d2b5659bbb5a04d	2026-04-15	Update fastcrypto to 5f87e04b (#26253)	UNREVIEWED			
1098	1beda9a2883290c75a135eb8dbde2e4f39d06608	2026-04-15	[execution] Add Move VM telemetry reporting to ExecutionMetrics (#26178)	UNREVIEWED			
1099	b4bd1f9f6dd50f9d5c98c23d362e18a3938cfdc3	2026-04-15	[indexer-alt-reader] Extract kv args to be shared by graphql and other readers (#26239)	UNREVIEWED			
